Record Date,Parent ID,Classification ID,Classification Description,October Receipts and Outlays Amount,November Receipts and Outlays Amount,December Receipts and Outlays Amount,January Receipts and Outlays Amount,February Receipts and Outlays Amount,March Receipts and Outlays Amount,April Receipts and Outlays Amount,May Receipts and Outlays Amount,June Receipts and Outlays Amount,July Receipts and Outlays Amount,August Receipts and Outlays Amount,September Receipts and Outlays Amount,Current FYTD Receipt or Outlay Amount,Prior FYTD Receipt or Outlay Amount,Table Number,Source Line Number,Print Order Sequence Number,Line Code Number,Data Type Code,Record Type Code,Sequence Level Number,Sequence Number Code,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2025-09-30,57120082,57120090,Total-Outlays Prior Year,469997092049.53,588842038068.24,558664769130.32,499250008026.88,567400720600.28,568634767671.20,566668786551.61,670777880670.05,537220210883.50,574118515597.52,686620142453.82,446700793440.11,null,6734895725143.06,7,109,110,1090,T,SLI,3,2.31.4,2025,4,2025,3,09,30
2025-09-30,57119987,57119989,(Off-Budget),87611000000.00,94718000000.00,98808644282.70,121033000000.00,102018000000.00,112794588567.31,131958000000.00,103333000000.00,136149451309.61,96317000000.00,98866000000.00,100128950967.64,1283735635127.26,null,7,14,14,160,T,SL,3,1.8.2,2025,4,2025,3,09,30
2025-09-30,57119993,57120044,Environmental Protection Agency,1029679972.48,17118663529.57,5768302118.26,1929954933.35,1186121079.72,1178714957.19,1161509255.30,1308277545.55,1547892099.59,1130970531.03,2144517390.09,1471679880.81,36976283292.94,13706158895.81,7,68,68,810,D,C,2,2.20,2025,4,2025,3,09,30
2025-09-30,57120034,57120036,Interest on Treasury Debt Securities (Gross),81998049980.73,86592751811.83,139762147207.35,83820977500.98,85872233209.64,104413430717.98,101650357567.69,92230405249.51,144624683640.20,91912917650.05,111466218972.52,91269656245.91,1215613829754.39,1133036890149.16,7,60,60,780,D,P,3,2.16.1,2025,4,2025,3,09,30
2025-09-30,57120034,57120037,Other,14504479336.21,15538858979.36,16295311690.92,15166196970.75,73378120117.31,33155207345.68,24294171997.28,19986828007.19,17347414942.91,24111188303.55,18175192906.20,-28656594640.78,243296375956.58,183815526970.45,7,61,61,790,D,P,3,2.16.2,2025,4,2025,3,09,30
2025-09-30,57119993,57120038,Department of Veterans Affairs:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,62,62,793,S,C,2,2.17,2025,4,2025,3,09,30
2025-09-30,57120038,57120039,Compensation and Pensions,15405835894.30,30460158766.07,15585211367.60,15886489942.07,18428814331.56,1434061601.80,16178530815.34,31429474365.96,1759336353.62,16612827971.42,33713209404.38,3776691969.35,200670642783.47,161231617435.70,7,63,63,795,D,P,3,2.17.1,2025,4,2025,3,09,30
2025-09-30,57120038,57120040,National Service Life,19979458.08,14477207.04,11944506.29,21036971.77,17203156.08,22202153.55,18542678.38,13270740.52,11426675.54,14304713.24,12870517.30,19260633.18,196519410.97,268798175.59,7,64,64,796,D,P,3,2.17.2,2025,4,2025,3,09,30
2025-09-30,57120038,57120041,Other,15178174828.04,13873385809.51,14569087762.96,17650879539.05,12372848484.57,14350564161.39,11661816767.61,15025729851.58,16423019225.73,15107595909.60,16048946444.73,13461976191.93,175724024976.70,163511157914.72,7,65,65,798,D,P,3,2.17.3,2025,4,2025,3,09,30
2025-09-30,57119993,57120042,Corps of Engineers,1797115014.85,981088629.61,1231278735.31,730222292.80,575862941.86,847043985.20,1196296321.14,1755327387.57,590167816.77,1741295669.70,559557053.99,118784351.89,12124040200.69,11344677273.98,7,66,66,800,D,C,2,2.18,2025,4,2025,3,09,30
2025-09-30,57119993,57120043,Other Defense Civil Programs,7029757302.62,12647210737.88,7197651039.37,7779956757.35,6213998174.34,-563438166.99,4336257728.61,12807463901.72,440684598.27,7445243001.59,10302615257.35,850158514.20,76487558846.31,66220043552.27,7,67,67,805,D,C,2,2.19,2025,4,2025,3,09,30
2025-09-30,57120016,57120020,Other,46180037708.32,50288897506.18,47791998570.24,58503663085.83,46666721571.30,47345754816.24,66895341698.75,46642860980.89,61093353360.43,51822721507.27,51377164706.96,55810731053.14,630419246565.55,554617149451.47,7,45,45,530,D,P,4,2.8.2.4,2025,4,2025,3,09,30
2025-09-30,57120047,57120048,International Security Assistance,3935778702.76,672499117.40,2354110446.98,507099644.48,1796614471.38,533311221.52,2358554285.71,357533244.06,634284236.83,472972544.42,912114268.07,877682189.07,15412554372.68,22419240600.27,7,72,72,826,D,B,3,2.23.1,2025,4,2025,3,09,30
2025-09-30,57120047,57120049,Multilateral Assistance,-11061488.08,502114838.03,22697912.13,169238114.91,2187390.56,2758530.81,706533.34,58411467.56,1429311294.37,2526805.91,58106363.90,211699189.56,2448696953.00,2978208634.49,7,73,73,827,D,B,3,2.23.2,2025,4,2025,3,09,30
2025-09-30,57120047,57120050,Agency for International Development,1383964138.02,1098439200.17,1791448969.43,956435790.54,226055615.76,1665996544.62,849906404.14,559475272.47,1662227733.54,410317559.32,276034722.81,491382558.44,11371684509.26,12193319207.06,7,74,74,828,D,B,3,2.23.3,2025,4,2025,3,09,30
2025-09-30,57120047,57120052,Other,-2558066637.94,-39693800.33,-1291756529.45,-1045460242.44,-129346710.74,533063045.62,-1402834759.68,3320810327.68,111484464.62,3285261269.39,-9374951307.16,-3346967539.05,-11938458419.48,-17398874710.37,7,75,75,829,D,P,3,2.23.4,2025,4,2025,3,09,30
2025-09-30,57119993,57120053,National Aeronautics and Space Administration,2177467255.38,2065986498.73,2527795996.08,1673821879.99,1782127561.14,2037665986.79,1914734748.98,2053527387.65,1830660090.45,1836491267.92,2363796845.46,2312085541.98,24576161060.55,25014807017.48,7,76,76,840,D,C,2,2.24,2025,4,2025,3,09,30
2025-09-30,57119993,57120054,National Science Foundation,792980418.62,727882711.82,804687503.57,586680795.65,1018396211.36,785942737.46,790749318.28,719526368.99,732034324.03,963021163.80,957988649.10,1068988788.04,9948878990.72,9391513256.06,7,77,77,845,D,C,2,2.25,2025,4,2025,3,09,30
2025-09-30,57119993,57120055,Office of Personnel Management,11902008051.77,11333775461.73,10291940460.93,10374772873.59,8924214247.56,10624940619.73,11337649175.63,11183921401.92,10585344830.68,11646627897.34,8805738419.72,11228144332.74,128239077773.34,126172842066.94,7,78,78,850,D,C,2,2.26,2025,4,2025,3,09,30
2025-09-30,57120090,57120091,(On-Budget),366984047256.46,475132397678.33,475059098597.88,395230299688.93,448053905695.35,447102961757.12,461779056434.81,551110800273.40,442036918490.20,464572070607.15,563817362059.11,323705343952.57,null,5414584262491.31,7,110,111,1100,T,SLI,4,2.31.4.1,2025,4,2025,3,09,30
2025-08-31,null,56826917,Receipts:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,1,1,10,S,SL,1,1,2025,4,2025,3,08,31
2025-08-31,56826934,56826955,Department of Health and Human Services:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,39,39,450,S,C,2,2.8,2025,4,2025,3,08,31
2025-08-31,56827034,56827036,(Off-Budget),-21427044793.07,-25872640389.91,18597627217.94,12979291662.05,-21563814904.93,-13602962699.00,23991269883.20,-19669080396.65,44027932828.88,-15128444990.37,-25962780394.71,null,null,-43630646976.57,7,112,115,1150,T,SLI,4,2.31.5.2,2025,4,2025,3,08,31
2025-08-31,56827023,56827034,Total-Surplus (+) or Deficit (-) Prior Year,-66563551129.73,-314012002287.09,-129354114564.24,-21930352569.72,-296274651841.19,-236555953275.22,209529306625.33,-347130893691.65,-70965292476.34,-243741087297.43,-380080405434.50,null,null,-1897078997941.78,7,110,113,1130,T,SLI,3,2.31.5,2025,4,2025,3,08,31
2025-08-31,56827034,56827035,(On-Budget),-45136506336.66,-288139361897.18,-147951741782.18,-34909644231.77,-274710836936.26,-222952990576.22,185538036742.13,-327461813295.00,-114993225305.22,-228612642307.06,-354117625039.79,null,null,-1853448350965.21,7,111,114,1140,T,SLI,4,2.31.5.1,2025,4,2025,3,08,31
2025-08-31,null,56826934,Outlays:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,18,18,200,S,SL,1,2,2025,4,2025,3,08,31
2025-08-31,56826934,56826975,Department of the Treasury:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,59,59,770,S,C,2,2.16,2025,4,2025,3,08,31
2025-08-31,56827031,56827033,(Off-Budget),103013044793.07,113709640389.91,83605670532.44,104019708337.95,119346814904.93,121531805914.08,104889730116.80,119667080396.65,95183292393.30,109546444990.37,122802780394.71,null,null,1197316013164.21,7,109,112,1110,T,SLI,4,2.31.4.2,2025,4,2025,3,08,31
2025-08-31,56826917,56826920,Social Insurance and Retirement Receipts:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,4,4,50,S,RSG,2,1.3,2025,4,2025,3,08,31
2025-08-31,56826928,56826930,(Off-Budget),87611000000.00,94718000000.00,98808644282.70,121033000000.00,102018000000.00,112794588567.31,131958000000.00,103333000000.00,136149451309.61,96317000000.00,98866000000.00,null,1183606684159.62,null,7,14,14,160,T,SL,3,1.8.2,2025,4,2025,3,08,31
2025-08-31,56826934,56826966,Department of the Interior,1529984547.17,2429551734.53,1765756500.85,2635800194.21,1549950269.89,1886489380.09,1007440961.94,1204384153.39,2028130257.26,1381253724.46,1502183529.97,null,18920925253.76,14456101418.38,7,50,50,680,D,C,2,2.11,2025,4,2025,3,08,31
2025-08-31,56826934,56826967,Department of Justice,2867986060.75,3331545417.36,4565652684.00,3666609509.56,4146051369.18,4423126323.99,3263991660.10,3343527295.82,3267926326.55,3835493553.38,3599250949.21,null,40311161149.90,39538168926.78,7,51,51,690,D,C,2,2.12,2025,4,2025,3,08,31
2025-08-31,56826934,56826968,Department of Labor:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,52,52,700,S,C,2,2.13,2025,4,2025,3,08,31
2025-08-31,56826968,56826969,Unemployment Trust Fund,3283526581.61,2942561073.36,3703919212.67,4477731073.68,3814491456.22,5185734743.29,4282351699.42,3096197364.08,5816358759.50,3990598471.28,3302895670.15,null,43896366105.26,37503504081.05,7,53,53,710,D,P,3,2.13.1,2025,4,2025,3,08,31
2025-08-31,56826968,56826970,Other,-3484676271.94,2473402061.39,2916708277.95,1703234617.07,3022796657.85,-141730826.38,744851036.91,1289820211.20,151426233.87,820245466.85,913914145.77,null,10409991610.54,24333578057.95,7,54,54,720,D,P,3,2.13.2,2025,4,2025,3,08,31
2025-08-31,56826934,56826965,Department of Housing and Urban Development,5515127809.83,5837083248.28,6308430225.50,4749288587.31,6022425962.00,6435228748.92,5799691964.49,5860167315.78,7143520358.90,-13356841899.58,5882786459.63,null,46196908781.06,47484954850.89,7,49,49,670,D,C,2,2.10,2025,4,2025,3,08,31
2025-08-31,56826934,56826971,Department of State,3064880739.20,2927407193.49,3347729545.08,2417865965.37,1406710569.88,2509982378.44,1910804572.42,2203629861.34,2501679011.51,2002046831.75,1899599045.27,null,26192335713.75,31193196802.98,7,55,55,730,D,C,2,2.14,2025,4,2025,3,08,31
2025-08-31,56826934,56826972,Department of Transportation:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,56,56,740,S,C,2,2.15,2025,4,2025,3,08,31
2025-08-31,56826972,56826973,Highway Trust Fund,5087435115.92,4349717670.56,4412274837.86,3239633666.52,3306745428.83,3382159521.45,3815503764.90,4521350712.58,5298069349.94,4933732354.43,6242633312.74,null,48589255735.73,46712041678.14,7,57,57,750,D,P,3,2.15.1,2025,4,2025,3,08,31
2025-08-31,56827010,56827014,Other,null,null,null,455142138.97,527440067.03,-901132206.00,null,null,null,null,null,null,81450000.00,81450000.00,7,90,93,924,D,P,4,2.29.2.2,2025,4,2025,3,08,31
2025-08-31,56827002,56827015,Tennessee Valley Authority,163309781.82,416917287.08,401682170.23,177538280.68,75262030.47,-20423991.42,105808397.62,158857983.85,179097168.37,67826731.01,1093941476.06,null,2819817315.77,584248378.66,7,91,94,930,D,A,3,2.29.3,2025,4,2025,3,08,31
2025-08-31,56827002,56827016,Other,3790382517.53,5459508647.43,2647002228.38,3691738297.23,2621904974.27,1702399458.48,3491723960.98,3019286722.45,-3323806485.98,2770955803.90,4083502790.57,null,29954598915.24,35102151528.84,7,92,95,940,D,A,3,2.29.4,2025,4,2025,3,08,31
2025-08-31,56826934,56827017,Undistributed Offsetting Receipts:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,93,96,950,S,SL,2,2.30,2025,4,2025,3,08,31
2025-08-31,56827017,56827020,Rents and Royalties on the Outer Continental Shelf Lands,-406543200.27,-265027095.70,-712472805.85,-573428594.66,-543852074.44,-462215535.67,-460633720.03,-233908839.05,-578232077.26,-504892697.10,-477479337.85,null,-5218685977.88,-6409917493.92,7,96,99,1000,D,UORG,3,2.30.3,2025,4,2025,3,08,31
2025-08-31,56827017,56827021,Sale of Major Assets,null,null,null,null,null,null,null,null,null,null,-28975102.92,null,-28975102.92,null,7,97,100,1005,D,UORG,3,2.30.4,2025,4,2025,3,08,31
2025-08-31,56827017,56827022,Other,null,-727485.85,-737358.90,-784031.42,-701450.76,-664043.65,-707282.19,-790524.57,-744388.91,-728238.28,-748348.23,null,-7333152.76,-9900673.42,7,98,101,1010,D,UORG,3,2.30.5,2025,4,2025,3,08,31
2025-08-31,56826934,56827023,Totals This Year:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,99,102,1020,S,SL,2,2.31,2025,4,2025,3,08,31
2025-08-31,56827023,56827024,Total Outlays,584220273025.31,668517135060.47,541146327504.76,641934549325.42,603440881114.84,528173752442.68,591769368657.85,686880598492.67,499435701746.96,629634508710.84,689107213868.44,null,6664260309950.24,null,7,100,103,1030,T,SL,3,2.31.1,2025,4,2025,3,08,31
2025-08-31,56827031,56827032,(On-Budget),366984047256.46,475132397678.33,475059098597.88,395230299688.93,448053905695.35,447102961757.12,461779056434.81,551110800273.40,442036918490.20,464572070607.15,563817362059.11,null,null,5090878918538.74,7,108,111,1100,T,SLI,4,2.31.4.1,2025,4,2025,3,08,31
2025-08-31,56827023,56827030,Total Borrowing from the Public,262171218266.91,221294627808.71,48270807965.07,70451416276.67,2585650695.72,2000178278.53,-57042859809.30,98620178058.51,3211778433.56,572765247509.72,439268245192.29,0.00,1663596488676.39,1816101669252.04,7,106,109,1086,T,SL,3,2.31.3,2025,4,2025,3,08,31
2025-08-31,56827023,56827031,Total-Outlays Prior Year,469997092049.53,588842038068.24,558664769130.32,499250008026.88,567400720600.28,568634767671.20,566668786551.61,670777880670.05,537220210883.50,574118515597.52,686620142453.82,null,null,6288194931702.95,7,107,110,1090,T,SLI,3,2.31.4,2025,4,2025,3,08,31
2025-08-31,56826917,56826926,Customs Duties,7297256976.25,6711869037.96,6814380564.22,7341415936.58,7246812675.38,8167908459.56,15633917348.71,22172564539.21,26631664231.77,27670054031.40,29502942749.54,null,165190786550.58,69787650476.54,7,10,10,120,D,RSG,2,1.6,2025,4,2025,3,08,31
2025-08-31,56826917,56826927,Miscellaneous Receipts,3043695972.85,3946300758.29,3321597196.50,2475008744.41,2711573337.12,2152224722.53,3366827322.46,4185943534.47,2318313846.25,2490952547.19,14562980282.83,null,44575418264.90,38549166812.14,7,11,11,130,D,RSG,2,1.7,2025,4,2025,3,08,31
2025-08-31,56826917,56826928,Total--Receipts This Year,326770236058.10,301754299812.79,454414708491.47,513294342651.93,296423683822.57,367645430943.32,850169317772.81,371228857110.76,526445351756.97,338491848423.17,344315322010.32,null,4690953398854.21,null,7,12,12,140,T,SL,2,1.8,2025,4,2025,3,08,31
2025-08-31,56826957,56826959,Federal Hospital Insurance Trust Fund,34732631861.45,50079278866.43,19967715304.59,51991726056.99,34880224273.73,21501792993.56,35968059206.96,58150684759.87,18400838511.49,41547141971.59,54050157898.84,null,421270251705.50,387854009751.46,7,43,43,500,D,P,4,2.8.2.2,2025,4,2025,3,08,31
2025-08-31,56826955,56826956,National Institutes of Health,4282709619.63,3906261272.27,3953251294.59,3554349934.53,3739157168.02,3549549495.00,3849531051.17,2768098809.94,4251809889.72,4519716660.51,4371512314.63,null,42745947510.01,43952350455.66,7,40,40,460,D,B,3,2.8.1,2025,4,2025,3,08,31
2025-08-31,56826955,56826957,Centers for Medicare and Medicaid Services:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,41,41,480,S,B,3,2.8.2,2025,4,2025,3,08,31
2025-08-31,56826957,56826958,Grants to States for Medicaid,53140893658.95,51160865312.50,55128167388.73,51220080849.18,52655743291.10,56649105769.65,58116343496.44,58229219904.43,55080933957.83,62115094347.20,54271642130.52,null,607768090106.53,560411631787.10,7,42,42,490,D,P,4,2.8.2.1,2025,4,2025,3,08,31
2025-08-31,56826934,56826988,International Assistance Programs:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,71,71,825,S,C,2,2.23,2025,4,2025,3,08,31
2025-08-31,56827027,56827029,(Off-Budget),-21248087728.75,-27162270364.50,11337172297.17,9359732797.69,-23649779509.23,-30624780911.36,16817423695.00,-27081774706.93,29572059936.78,-18074292463.88,-34669546172.38,null,-115424143130.39,null,7,105,108,1080,T,SL,4,2.31.2.2,2025,4,2025,3,08,31
2025-08-31,56826934,56826935,Legislative Branch,633000819.23,625148817.49,520444987.05,603664845.45,598770567.90,702134799.65,526005894.41,545797946.66,556464282.89,593998963.89,514395547.59,null,6419827472.21,6153425945.61,7,19,19,210,D,C,2,2.1,2025,4,2025,3,08,31
2025-08-31,56826934,56826936,Judicial Branch,800539355.22,754183197.79,790251148.21,983189146.97,770934482.22,782736972.08,781546822.85,821953622.40,649152170.74,860650702.04,879871742.97,null,8875009363.49,8601525578.35,7,20,20,220,D,C,2,2.2,2025,4,2025,3,08,31
2025-08-31,56826934,56826937,Department of Agriculture:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,21,21,280,S,C,2,2.3,2025,4,2025,3,08,31
2025-08-31,56826937,56826938,Commodity Credit Corporation,3338418886.54,2098167917.78,1858013570.61,684776963.61,96365117.15,-351096995.78,-420836179.64,-165777610.66,-436151011.90,-529250517.31,-370558279.70,null,5802071860.70,5693600568.67,7,22,22,290,D,P,3,2.3.1,2025,4,2025,3,08,31
2025-08-31,56826937,56826940,Other,21160505501.42,19924859037.41,18883272472.74,18528750248.15,15396237079.30,17598582578.95,21572407936.61,16826321524.15,18373005071.52,19855363583.94,18286614682.91,null,206405919717.10,185106057491.06,7,24,24,320,D,P,3,2.3.3,2025,4,2025,3,08,31
2025-08-31,56826934,56826941,Department of Commerce,1266322163.46,2824261184.78,2391864053.60,2834263898.59,1344236292.32,4683043897.28,1085412372.79,1196681423.85,1943261871.16,1249604860.46,7426456563.16,null,28245408581.45,12812417833.34,7,25,25,330,D,C,2,2.4,2025,4,2025,3,08,31
2025-08-31,56826942,56826945,International Reconstruction and Other Assistance,null,null,null,null,null,null,null,null,null,null,null,null,null,1616056.99,7,29,29,363,D,B,3,2.5.3,2025,4,2025,3,08,31
2025-08-31,56826942,56826950,Revolving and Management Funds,1516576722.31,-462848493.08,467694622.68,1645742107.95,-814298713.81,-190477942.93,-239376077.94,-124192156.12,534038806.04,676441046.96,750784719.70,null,3760084641.76,1632081298.06,7,34,34,385,D,B,3,2.5.8,2025,4,2025,3,08,31
2025-08-31,56826955,56826962,Administration for Children and Families,6341278066.91,6255379533.76,6101570043.23,6816103390.33,6367280737.29,6192396710.11,5732281665.38,6526621427.98,5441274005.69,6891363489.57,6018163241.68,null,68683712311.93,75263523001.20,7,46,46,560,D,B,3,2.8.3,2025,4,2025,3,08,31
2025-08-31,56826934,56826979,Department of Veterans Affairs:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,62,62,793,S,C,2,2.17,2025,4,2025,3,08,31
2025-08-31,56826979,56826980,Compensation and Pensions,15405835894.30,30460158766.07,15585211367.60,15886489942.07,18428814331.56,1434061601.80,16178530815.34,31429474365.96,1759336353.62,16612827971.42,33713209404.38,null,196893950814.12,158929142058.25,7,63,63,795,D,P,3,2.17.1,2025,4,2025,3,08,31
