Record Date,Parent ID,Classification ID,Classification Description,Current Month Gross Receipts Amount,Current Month Refund Amount,Current Month Net Receipts Amount,Current Fiscal Year to Date Gross Receipts Amount,Current Fiscal Year to Date Refund Amount,Current Fiscal Year to Date Net Receipts Amount,Prior Fiscal Year to Date Gross Receipts Amount,Prior Fiscal Year to Date Refund Amount,Prior Fiscal Year to Date Net Receipts Amount,Table Number,Source Line Number,Print Order Sequence Number,Line Code Number,Data Type Code,Record Type Code,Sequence Level Number,Sequence Number Code,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2025-07-31,56654137,56654142,Highway Trust Fund,306091660.00,43873000.00,262218660.00,36125408994.98,337821000.00,35787587994.98,33948864036.36,337044000.00,33611820036.36,4,45,45,310,D,RSG,2,4.3,2025,4,2025,3,07,31
2025-07-31,56654137,56654144,Black Lung Disability Trust Fund,-21047003.00,null,-21047003.00,202907615.00,null,202907615.00,224322975.00,null,224322975.00,4,46,46,313,D,RSG,2,4.4,2025,4,2025,3,07,31
2025-07-31,56654137,56654146,Total -- Excise Taxes,9805295018.93,230996107.52,9574298911.41,90388900674.10,5456142657.33,84932758016.77,78486575588.09,-2723887913.04,81210463501.13,4,47,47,314,T,RSG,2,4.5,2025,4,2025,3,07,31
2025-07-31,56654002,56654004,Withheld,139722343545.50,null,null,1606820937292.09,null,null,1497875444344.22,null,null,4,2,2,102,D,SRS,2,1.1,2025,4,2025,3,07,31
2025-07-31,56654014,56654109,Other Retirement:,null,null,null,null,null,null,null,null,null,4,37,37,270,S,RSG,2,3.3,2025,4,2025,3,07,31
2025-07-31,56654014,56654135,Total -- Social Insurance and Retirement Receipts,131056356515.22,34085971.36,131022270543.86,1480461306993.24,143762298.94,1480317544694.30,1436431451768.41,117673901.20,1436313777867.21,4,41,41,286,T,RSG,2,3.4,2025,4,2025,3,07,31
2025-07-31,null,56654137,Excise Taxes:,null,null,null,null,null,null,null,null,null,4,42,42,300,S,RSG,1,4,2025,4,2025,3,07,31
2025-07-31,56654002,56654006,Presidential Election Campaign Fund,577386.00,null,null,19065966.00,null,null,20602170.00,null,null,4,3,3,105,D,SRS,2,1.2,2025,4,2025,3,07,31
2025-07-31,56654002,56654008,Other,18823717968.46,null,null,906982524325.86,null,null,826535380732.25,null,null,4,4,4,110,D,SRS,2,1.3,2025,4,2025,3,07,31
2025-07-31,56654002,56654010,Total -- Individual Income Taxes,158546638899.96,13398288348.62,145148350551.34,2513822527583.95,309335503854.41,2204487023729.54,2324431427246.47,285066701671.69,2039364725574.78,4,5,5,120,T,RSG,2,1.4,2025,4,2025,3,07,31
2025-07-31,null,56654012,Corporation Income Taxes,25372544572.61,4537762680.98,20834781891.63,417100107660.42,29992144069.74,387107963590.68,445337339439.19,32833449274.50,412503890164.69,4,6,6,130,D,RSG,1,2,2025,4,2025,3,07,31
2025-07-31,56654014,56654016,Employment and General Retirement:,null,null,null,null,null,null,null,null,null,4,8,8,150,S,RSG,2,3.1,2025,4,2025,3,07,31
2025-07-31,56654016,56654018,Federal Old-Age and Survivors Insurance Trust Fund:,null,null,null,null,null,null,null,null,null,4,9,9,160,S,RSG,3,3.1.1,2025,4,2025,3,07,31
2025-07-31,56654018,56654020,Federal Insurance Contributions Act Taxes,81497000000.00,null,81497000000.00,871622000000.00,null,871622000000.00,832655000000.00,null,832655000000.00,4,10,10,200,D,SRS,4,3.1.1.1,2025,4,2025,3,07,31
2025-07-31,56654018,56654022,Self-Employment Contributions Act Taxes,839000000.00,null,839000000.00,45118000000.00,null,45118000000.00,44719000000.00,null,44719000000.00,4,11,11,204,D,SRS,4,3.1.1.2,2025,4,2025,3,07,31
2025-07-31,56654018,56654025,Adjustments Attributable to Prior Years-FICA,null,null,null,8344921186.73,null,8344921186.73,23113157126.86,null,23113157126.86,4,12,12,209,D,SRS,4,3.1.1.3,2025,4,2025,3,07,31
2025-07-31,56654018,56654026,Adjustments Attrbutable to Prior Years-SECA,null,null,null,2188407538.78,null,2188407538.78,2933133025.39,null,2933133025.39,4,13,13,14360,D,SRS,4,3.1.1.4,2025,4,2025,3,07,31
2025-07-31,56654018,56654027,Total -- Federal Old-Age and Survivors Insurance Trust Fund,82336000000.00,null,82336000000.00,927273328725.51,null,927273328725.51,903420290152.25,null,903420290152.25,4,14,14,210,T,RSG,4,3.1.1.5,2025,4,2025,3,07,31
2025-07-31,56654016,56654030,Federal Disability Insurance Trust Fund:,null,null,null,null,null,null,null,null,null,4,15,15,211,S,RSG,3,3.1.2,2025,4,2025,3,07,31
2025-07-31,56654030,56654032,Federal Insurance Contributions Act Taxes,13839000000.00,null,13839000000.00,148011000000.00,null,148011000000.00,141394000000.00,null,141394000000.00,4,16,16,212,D,SRS,4,3.1.2.1,2025,4,2025,3,07,31
2025-07-31,56654030,56654036,Self-Employment Contributions Act Taxes,142000000.00,null,142000000.00,7660000000.00,null,7660000000.00,7593000000.00,null,7593000000.00,4,17,17,214,D,SRS,4,3.1.2.2,2025,4,2025,3,07,31
2025-07-31,56654030,56654041,Adjustments Attributable to Prior Years-FICA,null,null,null,1420345519.90,null,1420345519.90,3930174075.58,null,3930174075.58,4,18,18,219,D,SRS,4,3.1.2.3,2025,4,2025,3,07,31
2025-07-31,56654030,56654043,Adjustments Attributable to Prior Years-SECA,null,null,null,376009914.21,null,376009914.21,507901959.81,null,507901959.81,4,19,19,14361,D,SRS,4,3.1.2.4,2025,4,2025,3,07,31
2025-07-31,56654030,56654046,Total -- Federal Disability Insurance Trust Fund,13981000000.00,null,13981000000.00,157467355434.11,null,157467355434.11,153425076035.39,null,153425076035.39,4,20,20,220,T,RSG,4,3.1.2.5,2025,4,2025,3,07,31
2025-07-31,56654048,56654066,Federal Insurance Contributions Act Taxes,28571000000.00,null,28571000000.00,307841000000.00,null,307841000000.00,291798000000.00,null,291798000000.00,4,22,22,222,D,SRS,4,3.1.3.1,2025,4,2025,3,07,31
2025-07-31,56654048,56654068,Self-Employment Contributions Act Taxes,368000000.00,null,368000000.00,21125000000.00,null,21125000000.00,21740000000.00,null,21740000000.00,4,23,23,224,D,SRS,4,3.1.3.2,2025,4,2025,3,07,31
2025-07-31,56654048,56654077,Adjustments Attributable to Prior Years-FICA,null,null,null,2451119963.13,null,2451119963.13,7203930180.78,null,7203930180.78,4,25,25,228,D,SRS,4,3.1.3.4,2025,4,2025,3,07,31
2025-07-31,56654048,56654079,Adjustments Attributable to Prior Years-SECA,null,null,null,1746555272.43,null,1746555272.43,2663557500.61,null,2663557500.61,4,26,26,14362,D,SRS,4,3.1.3.5,2025,4,2025,3,07,31
2025-07-31,56654048,56654082,Total -- Federal Hospital Insurance Trust Fund,28939000000.00,null,28939000000.00,333849875235.56,null,333849875235.56,324050687681.39,null,324050687681.39,4,27,27,229,T,RSG,4,3.1.3.6,2025,4,2025,3,07,31
2025-07-31,56654084,56654087,Rail Pension and Supplemental Annuity,327818090.79,953166.91,326864923.88,3283484836.61,13982245.66,3269502590.95,3048043129.46,10213175.51,3037829953.95,4,29,29,235,D,RSG,4,3.1.4.1,2025,4,2025,3,07,31
2025-07-31,56654084,56654089,Social Security Equivalent Account,263464281.35,851458.24,262612823.11,2088936038.12,11999641.67,2076936396.45,2033534332.67,9319570.89,2024214761.78,4,30,30,240,D,RSG,4,3.1.4.2,2025,4,2025,3,07,31
2025-07-31,56654016,56654092,Total -- Employment and General Retirement,125847282372.14,1804625.15,125845477746.99,1423962980269.91,25981887.33,1423936998382.58,1385977631331.16,19532746.40,1385958098584.76,4,31,31,241,T,RSG,3,3.1.5,2025,4,2025,3,07,31
2025-07-31,56654014,56654094,Unemployment Insurance:,null,null,null,null,null,null,null,null,null,4,32,32,250,S,RSG,2,3.2,2025,4,2025,3,07,31
2025-07-31,56654094,56654096,Deposits by States,3740523644.37,null,3740523644.37,40776102204.81,null,40776102204.81,35808008842.46,null,35808008842.46,4,33,33,251,D,RSG,3,3.2.1,2025,4,2025,3,07,31
2025-07-31,56654094,56654099,Federal Unemployment Taxes,787882424.25,32281346.21,755601078.04,8692894859.56,117780411.61,8575114447.95,8053859328.27,98141154.80,7955718173.47,4,34,34,254,D,RSG,3,3.2.2,2025,4,2025,3,07,31
2025-07-31,56654094,56654101,Railroad Unemployment Taxes,8314289.67,null,8314289.67,33515182.93,null,33515182.93,158218292.75,null,158218292.75,4,35,35,255,D,RSG,3,3.2.3,2025,4,2025,3,07,31
2025-07-31,56654094,56654106,Total -- Unemployment Insurance,4536720358.29,32281346.21,4504439012.08,49502512247.30,117780411.61,49384731835.69,44020086463.48,98141154.80,43921945308.68,4,36,36,269,T,RSG,3,3.2.4,2025,4,2025,3,07,31
2025-07-31,56654109,56654111,Federal Employees' Retirement--Employee Share,670544412.08,null,670544412.08,6981566326.15,null,6981566326.15,6415594919.95,null,6415594919.95,4,38,38,279,D,RSG,3,3.3.1,2025,4,2025,3,07,31
2025-07-31,56654109,56654130,Non-Federal Employees Retirement,1809372.71,null,1809372.71,14248149.88,null,14248149.88,18139053.82,null,18139053.82,4,39,39,284,D,RSG,3,3.3.2,2025,4,2025,3,07,31
2025-07-31,56654109,56654132,Total -- Other Retirement,672353784.79,null,672353784.79,6995814476.03,null,6995814476.03,6433733973.77,null,6433733973.77,4,40,40,285,T,RSG,3,3.3.3,2025,4,2025,3,07,31
2025-07-31,56654137,56654139,Miscellaneous Excise Taxes,8046686833.19,187123107.52,7859563725.67,36848172435.40,5115711955.82,31732460479.58,30778374587.82,-2875680221.54,33654054809.36,4,43,43,305,D,RSG,2,4.1,2025,4,2025,3,07,31
2025-07-31,null,56654148,Estate and Gift Taxes,1907832393.03,156692446.69,1751139946.34,25333143832.69,1240638803.20,24092505029.49,26841304787.42,922317024.48,25918987762.94,4,48,48,350,D,RSG,1,5,2025,4,2025,3,07,31
2025-07-31,56654161,56654165,Universal Service Fund,739551047.16,null,739551047.16,7151687176.91,null,7151687176.91,6987456734.14,null,6987456734.14,4,52,52,807,D,RSG,2,7.2,2025,4,2025,3,07,31
2025-07-31,56654161,56654168,All Other,1279496405.94,1714909.88,1277781496.06,18254046158.68,19795424.23,18234250734.45,16965744632.02,13857349.00,16951887283.02,4,53,53,810,D,RSG,2,7.3,2025,4,2025,3,07,31
2025-07-31,56654161,56654171,Total -- Miscellaneous Receipts,2492667457.07,1714909.88,2490952547.19,30032233406.30,19795424.23,30012437982.07,26537510292.52,13857349.00,26523652943.52,4,54,54,820,T,RSG,2,7.4,2025,4,2025,3,07,31
2025-07-31,null,56654174,Total -- Receipts,357621660878.64,19129812455.47,338491848423.17,4698870906947.60,352232830103.71,4346638076843.89,4406492786640.13,321916589898.28,4084576196741.85,4,55,55,830,T,SL,1,8,2025,4,2025,3,07,31
2025-07-31,56654174,56654197,Total -- On-Budget,261304660878.64,19129812455.47,242174848423.17,3614130222787.98,352232830103.71,3261897392684.27,3349647420452.49,321916589898.28,3027730830554.21,4,56,56,840,T,SL,2,8.1,2025,4,2025,3,07,31
2025-07-31,56654174,56654205,Total -- Off-Budget,96317000000.00,null,96317000000.00,1084740684159.62,null,1084740684159.62,1056845366187.64,null,1056845366187.64,4,57,57,850,T,SL,2,8.2,2025,4,2025,3,07,31
2025-06-30,56447041,56447042,Federal Employees' Retirement--Employee Share,666268028.82,null,666268028.82,6311021914.07,null,6311021914.07,5784264202.88,null,5784264202.88,4,38,38,279,D,RSG,3,3.3.1,2025,3,2025,2,06,30
2025-06-30,56447035,56447040,Total -- Unemployment Insurance,6428792275.76,11241164.59,6417551111.17,44965791889.01,85499065.40,44880292823.61,39589173496.79,73687936.36,39515485560.43,4,36,36,269,T,RSG,3,3.2.4,2025,3,2025,2,06,30
2025-06-30,56447054,56447055,"Deposit of Earnings, Federal Reserve System",461323433.61,null,461323433.61,4152880066.74,null,4152880066.74,2163009597.61,null,2163009597.61,4,51,51,805,D,RSG,2,7.1,2025,3,2025,2,06,30
2025-06-30,null,56446989,Individual Income Taxes,null,null,null,null,null,null,null,null,null,4,1,1,100,D,RSG,1,1,2025,3,2025,2,06,30
2025-06-30,56447018,56447020,Federal Insurance Contributions Act Taxes,32045000000.00,null,32045000000.00,279270000000.00,null,279270000000.00,264444000000.00,null,264444000000.00,4,22,22,222,D,SRS,4,3.1.3.1,2025,3,2025,2,06,30
2025-06-30,56447018,56447022,Self-Employment Contributions Act Taxes,4396000000.00,null,4396000000.00,20757000000.00,null,20757000000.00,21373000000.00,null,21373000000.00,4,23,23,224,D,SRS,4,3.1.3.2,2025,3,2025,2,06,30
2025-06-30,56447018,56447024,Receipts from Railroad Retirement Board,686200000.00,null,686200000.00,686200000.00,null,686200000.00,645200000.00,null,645200000.00,4,24,24,226,D,SRS,4,3.1.3.3,2025,3,2025,2,06,30
2025-06-30,56447018,56447028,Adjustments Attributable to Prior Years-FICA,3127773035.22,null,3127773035.22,2451119963.13,null,2451119963.13,7203930180.78,null,7203930180.78,4,25,25,228,D,SRS,4,3.1.3.4,2025,3,2025,2,06,30
2025-06-30,56447031,56447032,Rail Pension and Supplemental Annuity,324058641.76,-23178.56,324081820.32,2955666745.82,13029078.75,2942637667.07,2717403105.19,7917367.57,2709485737.62,4,29,29,235,D,RSG,4,3.1.4.1,2025,3,2025,2,06,30
2025-06-30,56447031,56447033,Social Security Equivalent Account,-394038331.63,-20011.03,-394018320.60,1825471756.77,11148183.43,1814323573.34,1762346756.24,7292637.47,1755054118.77,4,30,30,240,D,RSG,4,3.1.4.2,2025,3,2025,2,06,30
2025-06-30,56446996,56447034,Total -- Employment and General Retirement,176075250629.05,-43189.59,176075293818.64,1298115697897.77,24177262.18,1298091520635.59,1263236803730.46,15210005.04,1263221593725.42,4,31,31,241,T,RSG,3,3.1.5,2025,3,2025,2,06,30
2025-06-30,56446995,56447035,Unemployment Insurance:,null,null,null,null,null,null,null,null,null,4,32,32,250,S,RSG,2,3.2,2025,3,2025,2,06,30
2025-06-30,56447035,56447036,Deposits by States,6390888044.21,null,6390888044.21,37035578560.44,null,37035578560.44,32151522122.09,null,32151522122.09,4,33,33,251,D,RSG,3,3.2.1,2025,3,2025,2,06,30
2025-06-30,56447054,56447058,Total -- Miscellaneous Receipts,2321424531.59,3110685.34,2318313846.25,27539565949.23,18080514.35,27521485434.88,22848276767.19,12902451.62,22835374315.57,4,54,54,820,T,RSG,2,7.4,2025,3,2025,2,06,30
2025-06-30,null,56447059,Total -- Receipts,543266475507.25,16821123750.28,526445351756.97,4341249246068.96,333103017648.24,4008146228420.72,4070939549300.09,316740780858.33,3754198768441.76,4,55,55,830,T,SL,1,8,2025,3,2025,2,06,30
2025-06-30,56447059,56447060,Total -- On-Budget,407117024197.64,16821123750.28,390295900447.36,3352825561909.34,333103017648.24,3019722544261.10,3108512183112.45,316740780858.33,2791771402254.12,4,56,56,840,T,SL,2,8.1,2025,3,2025,2,06,30
2025-06-30,56447059,56447061,Total -- Off-Budget,136149451309.61,null,136149451309.61,988423684159.62,null,988423684159.62,962427366187.64,null,962427366187.64,4,57,57,850,T,SL,2,8.2,2025,3,2025,2,06,30
2025-06-30,null,56446994,Corporation Income Taxes,70570800965.59,2484365532.76,68086435432.83,391727563087.81,25454381388.76,366273181699.05,421422483607.68,28752454294.06,392670029313.62,4,6,6,130,D,RSG,1,2,2025,3,2025,2,06,30
2025-06-30,null,56446995,Social Insurance and Retirement Receipts:,null,null,null,null,null,null,null,null,null,4,7,7,140,S,RSG,1,3,2025,3,2025,2,06,30
2025-06-30,56446995,56446996,Employment and General Retirement:,null,null,null,null,null,null,null,null,null,4,8,8,150,S,RSG,2,3.1,2025,3,2025,2,06,30
2025-06-30,56446996,56446997,Federal Old-Age and Survivors Insurance Trust Fund:,null,null,null,null,null,null,null,null,null,4,9,9,160,S,RSG,3,3.1.1,2025,3,2025,2,06,30
2025-06-30,56446989,56446990,Withheld,127503401790.46,null,null,1467098593746.59,null,null,1345160563863.12,null,null,4,2,2,102,D,SRS,2,1.1,2025,3,2025,2,06,30
2025-06-30,56446989,56446991,Presidential Election Campaign Fund,566193.00,null,null,18488580.00,null,null,20158581.00,null,null,4,3,3,105,D,SRS,2,1.2,2025,3,2025,2,06,30
2025-06-30,56446989,56446992,Other,121697963901.83,null,null,888158806357.40,null,null,817347049596.58,null,null,4,4,4,110,D,SRS,2,1.3,2025,3,2025,2,06,30
2025-06-30,56446989,56446993,Total -- Individual Income Taxes,249201931885.29,13034199457.07,236167732428.22,2355275888683.99,295937215505.79,2059338673178.20,2162527772040.70,276770474856.47,1885757297184.23,4,5,5,120,T,RSG,2,1.4,2025,3,2025,2,06,30
2025-06-30,56447004,56447006,Federal Insurance Contributions Act Taxes,16229000000.00,null,16229000000.00,134172000000.00,null,134172000000.00,127828000000.00,null,127828000000.00,4,16,16,212,D,SRS,4,3.1.2.1,2025,3,2025,2,06,30
2025-06-30,null,56447052,Estate and Gift Taxes,2947166735.43,461079575.56,2486087159.87,23425311439.66,1083946356.51,22341365083.15,25373231884.31,828504992.49,24544726891.82,4,48,48,350,D,RSG,1,5,2025,3,2025,2,06,30
2025-06-30,null,56447053,Customs Duties,27154576587.18,522912355.41,26631664231.77,113292360775.08,5274571005.44,108017789769.64,60799546311.42,5192335574.55,55607210736.87,4,49,49,405,D,RSG,1,6,2025,3,2025,2,06,30
2025-06-30,null,56447054,Miscellaneous Receipts:,null,null,null,null,null,null,null,null,null,4,50,50,800,S,RSG,1,7,2025,3,2025,2,06,30
2025-06-30,56447054,56447056,Universal Service Fund,730538907.01,null,730538907.01,6412136129.75,null,6412136129.75,6295024836.90,null,6295024836.90,4,52,52,807,D,RSG,2,7.2,2025,3,2025,2,06,30
2025-06-30,56447054,56447057,All Other,1129562190.97,3110685.34,1126451505.63,16974549752.74,18080514.35,16956469238.39,14390242332.68,12902451.62,14377339881.06,4,53,53,810,D,RSG,2,7.3,2025,3,2025,2,06,30
2025-06-30,56446996,56447004,Federal Disability Insurance Trust Fund:,null,null,null,null,null,null,null,null,null,4,15,15,211,S,RSG,3,3.1.2,2025,3,2025,2,06,30
2025-06-30,null,56447046,Excise Taxes:,null,null,null,null,null,null,null,null,null,4,42,42,300,S,RSG,1,4,2025,3,2025,2,06,30
2025-06-30,56447046,56447047,Miscellaneous Excise Taxes,2567630003.99,259688169.14,2307941834.85,28801485602.21,4928588848.30,23872896753.91,21962799352.66,4987197439.24,16975601913.42,4,43,43,305,D,RSG,2,4.1,2025,3,2025,2,06,30
2025-06-30,56447046,56447048,Airport and Airway Trust Fund,1307952000.00,null,1307952000.00,15738848099.98,2609701.51,15736238398.47,14727238587.17,-185251691.50,14912490278.67,4,44,44,308,D,RSG,2,4.2,2025,3,2025,2,06,30
2025-06-30,56447046,56447049,Highway Trust Fund,4004376017.29,44570000.00,3959806017.29,35819317334.98,293948000.00,35525369334.98,32438062900.80,293265000.00,32144797900.80,4,45,45,310,D,RSG,2,4.3,2025,3,2025,2,06,30
2025-06-30,56447046,56447050,Black Lung Disability Trust Fund,20303000.00,null,20303000.00,223954618.00,null,223954618.00,213550166.00,null,213550166.00,4,46,46,313,D,RSG,2,4.4,2025,3,2025,2,06,30
2025-06-30,56447046,56447051,Total -- Excise Taxes,7900261021.28,304258169.14,7596002852.14,80583605655.17,5225146549.81,75358459105.36,69341651006.63,5095210747.74,64246440258.89,4,47,47,314,T,RSG,2,4.5,2025,3,2025,2,06,30
2025-06-30,56447041,56447043,Non-Federal Employees Retirement,2847.26,null,2847.26,12438777.17,null,12438777.17,16346252.03,null,16346252.03,4,39,39,284,D,RSG,3,3.3.2,2025,3,2025,2,06,30
2025-06-30,56447041,56447044,Total -- Other Retirement,666270876.08,null,666270876.08,6323460691.24,null,6323460691.24,5800610454.91,null,5800610454.91,4,40,40,285,T,RSG,3,3.3.3,2025,3,2025,2,06,30
2025-06-30,56446995,56447045,Total -- Social Insurance and Retirement Receipts,183170313780.89,11197975.00,183159115805.89,1349404950478.02,109676327.58,1349295274150.44,1308626587682.16,88897941.40,1308537689740.76,4,41,41,286,T,RSG,2,3.4,2025,3,2025,2,06,30
2025-06-30,56446997,56446998,Federal Insurance Contributions Act Taxes,95575000000.00,null,95575000000.00,790125000000.00,null,790125000000.00,752767000000.00,null,752767000000.00,4,10,10,200,D,SRS,4,3.1.1.1,2025,3,2025,2,06,30
2025-06-30,56446997,56446999,Self-Employment Contributions Act Taxes,7996000000.00,null,7996000000.00,44279000000.00,null,44279000000.00,43895000000.00,null,43895000000.00,4,11,11,204,D,SRS,4,3.1.1.2,2025,3,2025,2,06,30
2025-06-30,56446996,56447031,Railroad Retirement:,null,null,null,null,null,null,null,null,null,4,28,28,230,S,RSG,3,3.1.4,2025,3,2025,2,06,30
2025-06-30,56446997,56447001,Adjustments Attributable to Prior Years-FICA,13683723149.29,null,13683723149.29,8344921186.73,null,8344921186.73,23113157126.86,null,23113157126.86,4,12,12,209,D,SRS,4,3.1.1.3,2025,3,2025,2,06,30
2025-06-30,56446997,56447002,Adjustments Attrbutable to Prior Years-SECA,-870420168.32,null,-870420168.32,2188407538.78,null,2188407538.78,2933133025.39,null,2933133025.39,4,13,13,14360,D,SRS,4,3.1.1.4,2025,3,2025,2,06,30
2025-06-30,56446997,56447003,Total -- Federal Old-Age and Survivors Insurance Trust Fund,116384302980.97,null,116384302980.97,844937328725.51,null,844937328725.51,822708290152.25,null,822708290152.25,4,14,14,210,T,RSG,4,3.1.1.5,2025,3,2025,2,06,30
