Record Date,Parent ID,Classification ID,Classification Description,Current Month Receipts Amount,Current Month Outlays Amount,Current Month Excess Amount,Fiscal Year to Date Receipts Amount,Fiscal Year to Date Outlays Amount,Fiscal Year to Date Excess Amount,Beginning Year Account Balance Amount,Beginning Month Account Balance Amount,Closing Month Account Balance Amount,Table Number,Source Line Number,Print Order Sequence Number,Line Code Number,Data Type Code,Record Type Code,Sequence Level Number,Sequence Number Code,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2025-05-31,56244489,56244497,Federal Supplementary Medical Insurance,59327219857.27,106084302521.97,-46757082664.70,480165254187.05,514701572845.55,-34536318658.50,164412218000.00,177773542000.00,131036115000.00,8,9,9,100,D,PG,2,1.8,2025,3,2025,2,05,31
2025-05-31,56244489,56244491,Black Lung Disability,23552310.26,17174384.61,6377925.65,205728738.58,134877596.19,70851142.39,null,null,null,8,3,3,30,D,PG,2,1.2,2025,3,2025,2,05,31
2025-05-31,56244489,56244492,Federal Disability Insurance,15351599723.35,13602032436.67,1749567286.68,130265673405.09,106929720138.83,23335953266.26,177774550000.00,199361406000.00,201054716000.00,8,4,4,50,D,PG,2,1.3,2025,3,2025,2,05,31
2025-05-31,56244489,56244493,Federal Employees Life and Health,null,153505273.83,-153505273.83,null,-2330896040.32,2330896040.32,78803261198.15,81032652160.87,80783595738.81,8,5,5,60,D,PG,2,1.4,2025,3,2025,2,05,31
2025-05-31,56244489,56244494,Federal Employees Retirement,5176890923.82,9177590010.60,-4000699086.78,57844896297.83,74601618510.79,-16756722212.96,1096112273440.76,1048650892251.80,1048420896800.00,8,6,6,70,D,PG,2,1.5,2025,3,2025,2,05,31
2025-05-31,56244489,56244495,Federal Hospital Insurance,31118350182.16,58399938631.38,-27281588449.22,306458271835.72,309002045855.71,-2543774019.99,234959577000.00,258360053000.00,230965900000.00,8,7,7,80,D,PG,2,1.6,2025,3,2025,2,05,31
2025-04-30,56012475,56012486,Military Advances,6054122430.92,4481762008.37,1572360422.55,35821823108.69,28919037857.80,6902785250.89,null,null,null,8,12,12,120,D,PG,2,1.11,2025,3,2025,2,04,30
2025-04-30,56012475,56012487,Military Retirement,11969296005.45,6740614268.67,5228681736.78,224513017128.01,46708461855.13,177804555272.88,1599140907736.18,1795106016872.14,1800198384323.45,8,13,13,125,D,PG,2,1.12,2025,3,2025,2,04,30
2025-04-30,56012475,56012488,Railroad Retirement,355359072.03,1311941615.83,-956582543.80,5997541702.74,9332128544.99,-3334586842.25,2879138100.00,3311552800.00,3471872800.00,8,14,14,130,D,PG,2,1.13,2025,3,2025,2,04,30
2025-04-30,null,56012475,"Trust Receipts, Outlays, and Investments Held:",null,null,null,null,null,null,null,null,null,8,1,1,10,S,SL,1,1,2025,3,2025,2,04,30
2025-04-30,56012495,56012496,Less: Interfund Transactions,84345299.92,84345299.92,null,593704396.23,593704396.23,null,null,null,null,8,22,22,240,D,PGD,2,2.1,2025,3,2025,2,04,30
2025-04-30,56012495,56012497,Federal Fund Receipts and Outlays on the Basis of Table 4 & 5,654262995003.79,448802400276.27,205460594727.52,2048431136242.84,3234123531565.16,-1185692395322.32,null,null,null,8,23,23,260,D,SL,2,2.2,2025,3,2025,2,04,30
2025-04-30,null,56012498,Net Budget Receipts & Outlays,850169317772.81,591769368657.85,258399949114.96,3110472019552.99,4159202287131.33,-1048730267578.34,null,null,null,8,24,24,280,T,SL,1,3,2025,3,2025,2,04,30
2025-04-30,56012475,56012477,Black Lung Disability,30963012.21,17775001.62,13188010.59,182176428.32,117703211.58,64473216.74,null,null,null,8,3,3,30,D,PG,2,1.2,2025,3,2025,2,04,30
2025-04-30,56012475,56012493,Less: Interfund Transactions,120643161157.09,120643161157.09,null,872062026222.74,872062026222.74,null,null,null,null,8,19,19,200,D,SLD,2,1.18,2025,3,2025,2,04,30
2025-04-30,56012475,56012494,Trust Fund Receipts and Outlays on the Basis of Tables 4 & 5,195906322769.02,142966968381.58,52939354387.44,1062040883310.15,925078755566.17,136962127743.98,null,null,null,8,20,20,220,D,SL,2,1.19,2025,3,2025,2,04,30
2025-04-30,null,56012495,Total Federal Fund Receipts and Outlays,654347340303.71,448886745576.19,205460594727.52,2049024840639.07,3234717235961.39,-1185692395322.32,null,null,null,8,21,21,230,T,SL,1,2,2025,3,2025,2,04,30
2025-04-30,56012475,56012492,Total Trust Fund Receipts and Outlays and Investments Held from Table 6-D,316549483926.11,263610129538.67,52939354387.44,1934102909532.89,1797140781788.91,136962127743.98,6189787802708.44,6255731919961.42,6306483851627.57,8,18,18,190,T,SLU,2,1.17,2025,3,2025,2,04,30
2025-04-30,56012475,56012485,Highways,5915784162.68,4947279116.28,968505046.40,29443022716.58,36423405055.42,-6980382338.84,96549198532.89,90374621260.06,91825102861.35,8,11,11,110,D,PG,2,1.10,2025,3,2025,2,04,30
2025-04-30,56012475,56012489,Unemployment,11105710398.27,4286646678.22,6819063720.05,26633193465.43,27747634283.69,-1114440818.26,88030113000.00,78770140000.00,79428116000.00,8,15,15,150,D,PG,2,1.14,2025,3,2025,2,04,30
2025-04-30,56012475,56012490,Veterans Life Insurance,529943.59,32410842.79,-31880899.20,11294364.82,204527348.99,-193232984.17,1250354000.00,1088235000.00,1057547000.00,8,16,16,160,D,PG,2,1.15,2025,3,2025,2,04,30
2025-04-30,56012475,56012476,Airport and Airway,5122339777.06,1544372331.30,3577967445.76,13214058130.68,12360321277.98,853736852.70,16676985000.00,14697395000.00,18264224000.00,8,2,2,20,D,PG,2,1.1,2025,3,2025,2,04,30
2025-04-30,56012475,56012478,Federal Disability Insurance,19793447617.51,13367427421.60,6426020195.91,114914073681.74,93327687702.16,21586385979.58,177774550000.00,192937848000.00,199361406000.00,8,4,4,50,D,PG,2,1.3,2025,3,2025,2,04,30
2025-04-30,56012475,56012479,Federal Employees Life and Health,null,-676819524.71,676819524.71,null,-2484401314.15,2484401314.15,78803261198.15,80411719324.86,81032652160.87,8,5,5,60,D,PG,2,1.4,2025,3,2025,2,04,30
2025-04-30,56012475,56012480,Federal Employees Retirement,5325719951.45,9882566549.86,-4556846598.41,52668005374.01,65424028500.19,-12756023126.18,1096112273440.76,1048509060839.94,1048650892251.80,8,6,6,70,D,PG,2,1.5,2025,3,2025,2,04,30
2025-04-30,56012475,56012481,Federal Hospital Insurance,58370766889.82,36134735605.52,22236031284.30,275339921653.56,250602107224.33,24737814429.23,234959577000.00,236164343000.00,258360053000.00,8,7,7,80,D,PG,2,1.6,2025,3,2025,2,04,30
2025-04-30,56012475,56012482,Federal Old-Age and Survivors Insurance,128919548781.88,118746741093.81,10172807688.07,727874565369.66,814305402651.71,-86430837282.05,2582205113000.00,2485544908000.00,2495648622000.00,8,8,8,90,D,PG,2,1.7,2025,3,2025,2,04,30
2025-04-30,56012475,56012483,Federal Supplementary Medical Insurance,62674824329.84,61270172523.95,1404651805.89,420838034329.78,408617270323.58,12220764006.20,164412218000.00,176341234000.00,177773542000.00,8,9,9,100,D,PG,2,1.8,2025,3,2025,2,04,30
2025-04-30,56012475,56012484,Hazardous Substance Superfund,35358332.11,182333505.49,-146975173.38,1349553493.19,1229232108.53,120321384.66,11533700944.43,11743953267.24,11572322441.66,8,10,10,105,D,PG,2,1.9,2025,3,2025,2,04,30
2025-04-30,56012475,56012491,All Other Trust,875713221.29,1340170500.07,-464457278.78,5302628585.68,4306235156.98,996393428.70,39460412756.03,40730892597.18,39839114788.44,8,17,17,170,D,PG,2,1.16,2025,3,2025,2,04,30
2025-03-31,55874684,55874686,Black Lung Disability,17441390.16,13896659.13,3544731.03,151213416.11,99928209.96,51285206.15,null,null,null,8,3,3,30,D,PG,2,1.2,2025,2,2025,1,03,31
2025-03-31,55874684,55874692,Federal Supplementary Medical Insurance,59799410425.90,21446969845.49,38352440580.41,358163209999.94,347347097799.63,10816112200.31,164412218000.00,138246026000.00,176341234000.00,8,9,9,100,D,PG,2,1.8,2025,2,2025,1,03,31
2025-03-31,55874684,55874691,Federal Old-Age and Survivors Insurance,98517226616.89,130884132190.51,-32366905573.62,598955016587.78,695558661557.90,-96603644970.12,2582205113000.00,2517926196000.00,2485544908000.00,8,8,8,90,D,PG,2,1.7,2025,2,2025,1,03,31
2025-03-31,55874684,55874695,Military Advances,4315658915.65,4653879376.15,-338220460.50,29767700677.77,24437275849.43,5330424828.34,null,null,null,8,12,12,120,D,PG,2,1.11,2025,2,2025,1,03,31
2025-03-31,55874684,55874697,Railroad Retirement,680244668.38,1222663873.17,-542419204.79,5642182630.71,8020186929.16,-2378004298.45,2879138100.00,3477341800.00,3311552800.00,8,14,14,130,D,PG,2,1.13,2025,2,2025,1,03,31
2025-03-31,55874684,55874690,Federal Hospital Insurance,34080999191.44,21664203035.06,12416796156.38,216969154763.74,214467371618.81,2501783144.93,234959577000.00,224115366000.00,236164343000.00,8,7,7,80,D,PG,2,1.6,2025,2,2025,1,03,31
2025-03-31,55874684,55874693,Hazardous Substance Superfund,280244491.03,189972445.66,90272045.37,1314195161.08,1046898603.04,267296558.04,11533700944.43,11616703002.57,11743953267.24,8,10,10,105,D,PG,2,1.9,2025,2,2025,1,03,31
2025-03-31,55874684,55874694,Highways,3042280640.36,4755795163.77,-1713514523.41,23527238553.90,31476125939.14,-7948887385.24,96549198532.89,91627528737.09,90374621260.06,8,11,11,110,D,PG,2,1.10,2025,2,2025,1,03,31
2025-03-31,55874684,55874687,Federal Disability Insurance,16728617610.43,13704580689.76,3024036920.67,95120626064.23,79960260280.56,15160365783.67,177774550000.00,189913924000.00,192937848000.00,8,4,4,50,D,PG,2,1.3,2025,2,2025,1,03,31
2025-03-31,55874684,55874688,Federal Employees Life and Health,null,-750212628.18,750212628.18,null,-1807581789.44,1807581789.44,78803261198.15,79560834654.55,80411719324.86,8,5,5,60,D,PG,2,1.4,2025,2,2025,1,03,31
2025-03-31,55874684,55874689,Federal Employees Retirement,5839761847.19,9344975763.14,-3505213915.95,47342285422.56,55541461950.33,-8199176527.77,1096112273440.76,1076318547764.14,1048509060839.94,8,6,6,70,D,PG,2,1.5,2025,2,2025,1,03,31
2025-03-31,null,55874684,"Trust Receipts, Outlays, and Investments Held:",null,null,null,null,null,null,null,null,null,8,1,1,10,S,SL,1,1,2025,2,2025,1,03,31
2025-03-31,55874704,55874705,Less: Interfund Transactions,83879395.21,83879395.21,null,509359096.31,509359096.31,null,null,null,null,8,22,22,240,D,PGD,2,2.1,2025,2,2025,1,03,31
2025-03-31,55874684,55874696,Military Retirement,10417855450.99,543671540.34,9874183910.65,212543721122.56,39967847586.46,172575873536.10,1599140907736.18,1784883611648.66,1795106016872.14,8,13,13,125,D,PG,2,1.12,2025,2,2025,1,03,31
2025-03-31,55874704,55874706,Federal Fund Receipts and Outlays on the Basis of Table 4 & 5,217362296043.78,399562179812.46,-182199883768.68,1394157881286.05,2785312871335.89,-1391154990049.84,null,null,null,8,23,23,260,D,SL,2,2.2,2025,2,2025,1,03,31
2025-03-31,null,55874707,Net Budget Receipts & Outlays,367635170990.32,528165492489.68,-160530321499.36,2260292441827.18,3567424658520.48,-1307132216693.30,null,null,null,8,24,24,280,T,SL,1,3,2025,2,2025,1,03,31
2025-03-31,55874684,55874701,Total Trust Fund Receipts and Outlays and Investments Held from Table 6-D,236029955013.37,214360392744.05,21669562269.32,1617553425606.78,1533530652250.24,84022773356.54,6189787802708.44,6257217152668.58,6255731919961.42,8,18,18,190,T,SLU,2,1.17,2025,2,2025,1,03,31
2025-03-31,55874684,55874702,Less: Interfund Transactions,85757080066.83,85757080066.83,null,751418865065.65,751418865065.65,null,null,null,null,8,19,19,200,D,SLD,2,1.18,2025,2,2025,1,03,31
2025-03-31,55874684,55874703,Trust Fund Receipts and Outlays on the Basis of Tables 4 & 5,150272874946.54,128603312677.22,21669562269.32,866134560541.13,782111787184.59,84022773356.54,null,null,null,8,20,20,220,D,SL,2,1.19,2025,2,2025,1,03,31
2025-03-31,null,55874704,Total Federal Fund Receipts and Outlays,217446175438.99,399646059207.67,-182199883768.68,1394667240382.36,2785822230432.20,-1391154990049.84,null,null,null,8,21,21,230,T,SL,1,2,2025,2,2025,1,03,31
2025-03-31,55874684,55874699,Veterans Life Insurance,1516606.88,37187164.70,-35670557.82,10764421.23,172116506.20,-161352084.97,1250354000.00,1123478000.00,1088235000.00,8,16,16,160,D,PG,2,1.15,2025,2,2025,1,03,31
2025-03-31,55874684,55874700,All Other Trust,576210697.13,-118731397.22,694942094.35,4426915364.39,2966064656.91,1460850707.48,39460412756.03,40129832061.57,40730892597.18,8,17,17,170,D,PG,2,1.16,2025,2,2025,1,03,31
2025-03-31,55874684,55874685,Airport and Airway,1367417223.18,1571838195.11,-204420971.93,8091718353.62,10815948946.68,-2724230593.06,16676985000.00,14762124000.00,14697395000.00,8,2,2,20,D,PG,2,1.1,2025,2,2025,1,03,31
2025-03-31,55874684,55874698,Unemployment,365069237.76,5195570827.46,-4830501589.70,15527483067.16,23460987605.47,-7933504538.31,88030113000.00,83515639000.00,78770140000.00,8,15,15,150,D,PG,2,1.14,2025,2,2025,1,03,31
2025-02-28,55683020,55683022,Federal Fund Receipts and Outlays on the Basis of Table 4 & 5,156305092031.10,438213420105.91,-281908328074.81,1176795585242.27,2385750688930.43,-1208955103688.16,null,null,null,8,23,23,260,D,SL,2,2.2,2025,2,2025,1,02,28
2025-02-28,null,55683023,Net Budget Receipts & Outlays,296423683822.57,603440878521.84,-307017194699.27,1892657270836.86,3039259163437.80,-1146601892600.94,null,null,null,8,24,24,280,T,SL,1,3,2025,2,2025,1,02,28
2025-02-28,null,55683000,"Trust Receipts, Outlays, and Investments Held:",null,null,null,null,null,null,null,null,null,8,1,1,10,S,SL,1,1,2025,2,2025,1,02,28
2025-02-28,55683000,55683011,Military Advances,3554314337.97,3407720132.94,146594205.03,25452041762.12,19783396473.28,5668645288.84,null,null,null,8,12,12,120,D,PG,2,1.11,2025,2,2025,1,02,28
2025-02-28,55683000,55683017,Total Trust Fund Receipts and Outlays and Investments Held from Table 6-D,224096042332.20,249204908956.66,-25108866624.46,1381523470593.41,1319170259506.19,62353211087.22,6189787802708.44,6275406176361.22,6257217152668.58,8,18,18,190,T,SLU,2,1.17,2025,2,2025,1,02,28
2025-02-28,55683000,55683018,Less: Interfund Transactions,83977450540.73,83977450540.73,null,665661784998.82,665661784998.82,null,null,null,null,8,19,19,200,D,SLD,2,1.18,2025,2,2025,1,02,28
2025-02-28,55683000,55683019,Trust Fund Receipts and Outlays on the Basis of Tables 4 & 5,140118591791.47,165227458415.93,-25108866624.46,715861685594.59,653508474507.37,62353211087.22,null,null,null,8,20,20,220,D,SL,2,1.19,2025,2,2025,1,02,28
2025-02-28,null,55683020,Total Federal Fund Receipts and Outlays,156388971276.31,438297299351.12,-281908328074.81,1177221064943.37,2386176168631.53,-1208955103688.16,null,null,null,8,21,21,230,T,SL,1,2,2025,2,2025,1,02,28
2025-02-28,55683020,55683021,Less: Interfund Transactions,83879245.21,83879245.21,null,425479701.10,425479701.10,null,null,null,null,8,22,22,240,D,PGD,2,2.1,2025,2,2025,1,02,28
2025-02-28,55683000,55683016,All Other Trust,882753563.17,465950371.19,416803191.98,3850704667.26,3084796054.13,765908613.13,39460412756.03,39879066539.08,40129832061.57,8,17,17,170,D,PG,2,1.16,2025,2,2025,1,02,28
2025-02-28,55683000,55683014,Unemployment,2448433858.73,3821250634.46,-1372816775.73,15162413829.40,18265416778.01,-3103002948.61,88030113000.00,81999148000.00,83515639000.00,8,15,15,150,D,PG,2,1.14,2025,2,2025,1,02,28
2025-02-28,55683000,55683015,Veterans Life Insurance,551988.12,34139318.13,-33587330.01,9247814.35,134929341.50,-125681527.15,1250354000.00,1156697000.00,1123478000.00,8,16,16,160,D,PG,2,1.15,2025,2,2025,1,02,28
2025-02-28,55683000,55683003,Federal Disability Insurance,15175020910.79,13399060909.45,1775960001.34,78392008453.80,66255679590.80,12136328863.00,177774550000.00,188140142000.00,189913924000.00,8,4,4,50,D,PG,2,1.3,2025,2,2025,1,02,28
2025-02-28,55683000,55683004,Federal Employees Life and Health,null,-1953351296.28,1953351296.28,null,-1057369161.26,1057369161.26,78803261198.15,77698018429.97,79560834654.55,8,5,5,60,D,PG,2,1.4,2025,2,2025,1,02,28
2025-02-28,55683000,55683005,Federal Employees Retirement,4925309537.27,9192217589.56,-4266908052.29,41502523575.37,46196486187.19,-4693962611.82,1096112273440.76,1076344721521.62,1076318547764.14,8,6,6,70,D,PG,2,1.5,2025,2,2025,1,02,28
2025-02-28,55683000,55683001,Airport and Airway,1887274662.70,2451108951.65,-563834288.95,6724301130.44,9244110751.57,-2519809621.13,16676985000.00,15620983000.00,14762124000.00,8,2,2,20,D,PG,2,1.1,2025,2,2025,1,02,28
2025-02-28,55683000,55683002,Black Lung Disability,23957523.27,17326281.28,6631241.99,133772025.95,86031550.83,47740475.12,null,null,null,8,3,3,30,D,PG,2,1.2,2025,2,2025,1,02,28
2025-02-28,55683000,55683012,Military Retirement,10797271211.24,6742067506.81,4055203704.43,202125865671.57,39424176046.12,162701689625.45,1599140907736.18,1780907201502.09,1784883611648.66,8,13,13,125,D,PG,2,1.12,2025,2,2025,1,02,28
2025-02-28,55683000,55683013,Railroad Retirement,1469787978.80,1382103393.78,87684585.02,4961937962.33,6797523055.99,-1835585093.66,2879138100.00,3492329800.00,3477341800.00,8,14,14,130,D,PG,2,1.13,2025,2,2025,1,02,28
2025-02-28,55683000,55683010,Highways,4064913152.04,4485615906.51,-420702754.47,20484957913.54,26720330775.37,-6235372861.83,96549198532.89,91699496403.10,91627528737.09,8,11,11,110,D,PG,2,1.10,2025,2,2025,1,02,28
2025-02-28,55683000,55683006,Federal Hospital Insurance,29506683054.54,35190195783.62,-5683512729.08,182888155572.30,192803168583.75,-9915013011.45,234959577000.00,230262880000.00,224115366000.00,8,7,7,80,D,PG,2,1.6,2025,2,2025,1,02,28
2025-02-28,55683000,55683007,Federal Old-Age and Survivors Insurance,89609461941.54,115249795758.47,-25640333816.93,500437789970.89,564674529367.39,-64236739396.50,2582205113000.00,2543592103000.00,2517926196000.00,8,8,8,90,D,PG,2,1.7,2025,2,2025,1,02,28
2025-02-28,55683000,55683008,Federal Supplementary Medical Insurance,59566250602.17,55164744833.71,4401505768.46,298363799574.04,325900127954.14,-27536328380.10,164412218000.00,133016026000.00,138246026000.00,8,9,9,100,D,PG,2,1.8,2025,2,2025,1,02,28
2025-02-28,55683000,55683009,Hazardous Substance Superfund,184058009.85,154962881.38,29095128.47,1033950670.05,856926157.38,177024512.67,11533700944.43,11597363165.36,11616703002.57,8,10,10,105,D,PG,2,1.9,2025,2,2025,1,02,28
2025-01-31,null,55499109,"Trust Receipts, Outlays, and Investments Held:",null,null,null,null,null,null,null,null,null,8,1,1,10,S,SL,1,1,2025,2,2025,1,01,31
2025-01-31,null,55499132,Net Budget Receipts & Outlays,513294342651.93,641934549325.42,-128640206673.49,1596233587014.29,2435818284915.96,-839584697901.67,null,null,null,8,24,24,280,T,SL,1,3,2025,2,2025,1,01,31
2025-01-31,55499109,55499126,Total Trust Fund Receipts and Outlays and Investments Held from Table 6-D,273770617976.67,311615203654.14,-37844585677.47,1157427428261.21,1069965350549.53,87462077711.68,6189787802708.44,6336934308215.84,6275406176361.22,8,18,18,190,T,SLU,2,1.17,2025,2,2025,1,01,31
2025-01-31,55499109,55499127,Less: Interfund Transactions,105243300421.02,105243300421.02,null,581684334458.09,581684334458.09,null,null,null,null,8,19,19,200,D,SLD,2,1.18,2025,2,2025,1,01,31
2025-01-31,null,55499129,Total Federal Fund Receipts and Outlays,344851356987.48,435646977983.50,-90795620996.02,1020832093667.06,1947878869280.41,-927046775613.35,null,null,null,8,21,21,230,T,SL,1,2,2025,2,2025,1,01,31
2025-01-31,55499109,55499128,Trust Fund Receipts and Outlays on the Basis of Tables 4 & 5,168527317555.65,206371903233.12,-37844585677.47,575743093803.12,488281016091.44,87462077711.68,null,null,null,8,20,20,220,D,SL,2,1.19,2025,2,2025,1,01,31
2025-01-31,55499129,55499130,Less: Interfund Transactions,84331891.20,84331891.20,null,341600455.89,341600455.89,null,null,null,null,8,22,22,240,D,PGD,2,2.1,2025,2,2025,1,01,31
2025-01-31,55499129,55499131,Federal Fund Receipts and Outlays on the Basis of Table 4 & 5,344767025096.28,435562646092.30,-90795620996.02,1020490493211.17,1947537268824.52,-927046775613.35,null,null,null,8,23,23,260,D,SL,2,2.2,2025,2,2025,1,01,31
2025-01-31,55499109,55499124,Veterans Life Insurance,-1262545.32,31780562.66,-33043107.98,8695826.23,100790023.37,-92094197.14,1250354000.00,1190497000.00,1156697000.00,8,16,16,160,D,PG,2,1.15,2025,2,2025,1,01,31
